id;anfitrion;url;tipo_alojamiento;distrito;precio;gastos_limpieza;plazas;noches_minimas;puntuacion;precio_persona
748854;1888816;https://www.airbnb.com/rooms/748854;Private room;Arganzuela;24;0;1;5;93;20
751530;3898452;https://www.airbnb.com/rooms/751530;Entire home/apt;Centro;59;25;4;3;97;28,85714286
752424;216570;https://www.airbnb.com/rooms/752424;Entire home/apt;Centro;110;30;5;3;90;45
752515;3438657;https://www.airbnb.com/rooms/752515;Entire home/apt;Centro;50;40;2;2;94;35
754678;3961468;https://www.airbnb.com/rooms/754678;Entire home/apt;Centro;135;60;8;3;96;42,27272727
755535;2536524;https://www.airbnb.com/rooms/755535;Private room;San Blas - Canillejas;42;10;2;10;96;35,83333333
755587;3898452;https://www.airbnb.com/rooms/755587;Entire home/apt;Centro;59;25;4;30;98;52,79411765
756143;1650712;https://www.airbnb.com/rooms/756143;Entire home/apt;Centro;104;50;3;2;91;51,6
756257;596469;https://www.airbnb.com/rooms/756257;Hotel room;Centro;100;85;3;5;85;73,125
756707;3983613;https://www.airbnb.com/rooms/756707;Entire home/apt;Centro;110;30;4;3;97;51,42857143
758670;2536524;https://www.airbnb.com/rooms/758670;Private room;San Blas - Canillejas;27;10;2;10;94;23,33333333
759575;690223;https://www.airbnb.com/rooms/759575;Entire home/apt;Centro;104;50;5;3;85;45,25
760482;4008643;https://www.airbnb.com/rooms/760482;Entire home/apt;Tetuan;145;55;8;2;95;34,5
761015;2670977;https://www.airbnb.com/rooms/761015;Entire home/apt;Centro;70;30;4;2;94;28,33333333
761159;4012290;https://www.airbnb.com/rooms/761159;Entire home/apt;Centro;59;25;4;3;98;28,85714286
762701;378073;https://www.airbnb.com/rooms/762701;Entire home/apt;Centro;85;30;4;3;93;40,71428571
763214;4032439;https://www.airbnb.com/rooms/763214;Entire home/apt;Centro;65;30;4;3;94;32,14285714
766160;4036376;https://www.airbnb.com/rooms/766160;Entire home/apt;Centro;58;20;2;1;88;26
768311;4053105;https://www.airbnb.com/rooms/768311;Entire home/apt;Centro;61;30;2;3;96;42,6
769210;2695144;https://www.airbnb.com/rooms/769210;Private room;Hortaleza;28;20;1;3;92;26
771364;4069734;https://www.airbnb.com/rooms/771364;Entire home/apt;Centro;48;40;2;90;88;47,39130435
772646;3606346;https://www.airbnb.com/rooms/772646;Entire home/apt;Centro;73;25;4;2;93;28,5
773608;2991925;https://www.airbnb.com/rooms/773608;Private room;Centro;35;20;2;1;97;18,33333333
773861;1732442;https://www.airbnb.com/rooms/773861;Entire home/apt;Centro;75;60;12;2;93;15
773990;4083688;https://www.airbnb.com/rooms/773990;Entire home/apt;Centro;49;15;2;3;89;32,4
779960;4112877;https://www.airbnb.com/rooms/779960;Entire home/apt;Centro;95;20;2;5;96;70,71428571
780397;4068975;https://www.airbnb.com/rooms/780397;Entire home/apt;Arganzuela;145;70;8;3;84;45,90909091
781012;4118311;https://www.airbnb.com/rooms/781012;Private room;Centro;35;0;1;2;97;23,33333333
781604;4103866;https://www.airbnb.com/rooms/781604;Private room;Tetuan;40;20;2;1;97;20
781665;4103866;https://www.airbnb.com/rooms/781665;Private room;Tetuan;30;20;1;1;96;25
783647;4132185;https://www.airbnb.com/rooms/783647;Private room;Ciudad Lineal;24;10;1;1;98;17
783752;2991925;https://www.airbnb.com/rooms/783752;Private room;Centro;33;20;2;3;100;23,8
785506;378073;https://www.airbnb.com/rooms/785506;Entire home/apt;Retiro;85;30;4;3;94;40,71428571
789681;4161237;https://www.airbnb.com/rooms/789681;Entire home/apt;Centro;80;180;6;1;88;37,14285714
793618;4180632;https://www.airbnb.com/rooms/793618;Entire home/apt;Centro;220;85;8;2;96;52,5
797030;4198169;https://www.airbnb.com/rooms/797030;Entire home/apt;San Blas - Canillejas;45;35;3;5;96;32,5
804681;4235741;https://www.airbnb.com/rooms/804681;Private room;Barajas;28;50;2;10;100;27,5
809554;630482;https://www.airbnb.com/rooms/809554;Private room;Carabanchel;20;5;2;4;80;14,16666667
814586;4277536;https://www.airbnb.com/rooms/814586;Entire home/apt;Centro;87;40;4;3;94;43
815818;4286142;https://www.airbnb.com/rooms/815818;Entire home/apt;Centro;85;30;2;4;97;61,66666667
817184;4292037;https://www.airbnb.com/rooms/817184;Entire home/apt;Centro;50;40;4;2;89;23,33333333
817848;4295642;https://www.airbnb.com/rooms/817848;Entire home/apt;Centro;65;30;2;3;97;45
819738;4305310;https://www.airbnb.com/rooms/819738;Entire home/apt;Centro;95;30;5;2;96;31,42857143
820642;1341870;https://www.airbnb.com/rooms/820642;Entire home/apt;Centro;129;50;4;2;96;51,33333333
821556;4211443;https://www.airbnb.com/rooms/821556;Private room;Centro;65;50;2;2;100;45
823321;4305310;https://www.airbnb.com/rooms/823321;Entire home/apt;Centro;75;30;4;3;97;36,42857143
828095;2333408;https://www.airbnb.com/rooms/828095;Private room;San Blas - Canillejas;12;0;1;2;100;8
831616;4354906;https://www.airbnb.com/rooms/831616;Entire home/apt;Centro;65;20;4;5;94;38,33333333
832102;4356259;https://www.airbnb.com/rooms/832102;Entire home/apt;Chamberi;65;30;3;3;93;37,5
833871;4292037;https://www.airbnb.com/rooms/833871;Entire home/apt;Centro;55;40;4;2;91;25
834562;4365768;https://www.airbnb.com/rooms/834562;Entire home/apt;Barajas;110;50;10;1;98;14,54545455
834675;4190662;https://www.airbnb.com/rooms/834675;Private room;Puente de Vallecas;25;15;2;2;96;16,25
835333;153391;https://www.airbnb.com/rooms/835333;Entire home/apt;Centro;67;40;2;1;91;35,66666667
837183;4310374;https://www.airbnb.com/rooms/837183;Entire home/apt;Moncloa - Aravaca;125;25;4;1;88;30
840561;4279976;https://www.airbnb.com/rooms/840561;Entire home/apt;Moncloa - Aravaca;96;40;2;7;100;79,11111111
840844;3298293;https://www.airbnb.com/rooms/840844;Entire home/apt;Salamanca;200;25;4;3;96;89,28571429
843700;4211443;https://www.airbnb.com/rooms/843700;Private room;Centro;65;50;2;2;100;45
843729;4211443;https://www.airbnb.com/rooms/843729;Entire home/apt;Centro;115;60;6;2;95;36,25
844856;4410687;https://www.airbnb.com/rooms/844856;Entire home/apt;Centro;62;35;4;3;93;31,57142857
846558;2489796;https://www.airbnb.com/rooms/846558;Private room;Centro;40;0;2;3;94;24
847252;4424170;https://www.airbnb.com/rooms/847252;Entire home/apt;Ciudad Lineal;49;25;3;14;97;41,82352941
847273;4424222;https://www.airbnb.com/rooms/847273;Entire home/apt;Moratalaz;140;50;8;3;97;42,72727273
847724;1331093;https://www.airbnb.com/rooms/847724;Private room;Centro;60;15;2;2;100;33,75
848480;153391;https://www.airbnb.com/rooms/848480;Entire home/apt;Centro;155;60;8;2;94;37
851311;4424070;https://www.airbnb.com/rooms/851311;Entire home/apt;Centro;65;25;2;4;98;47,5
852607;3726732;https://www.airbnb.com/rooms/852607;Entire home/apt;Centro;59;43;3;3;92;36,66666667
852623;3726732;https://www.airbnb.com/rooms/852623;Entire home/apt;Centro;107;65;4;3;87;55,14285714
852636;3726732;https://www.airbnb.com/rooms/852636;Entire home/apt;Centro;57;60;2;3;96;46,2
852654;3726732;https://www.airbnb.com/rooms/852654;Entire home/apt;Centro;67;47;2;3;94;49,6
852660;3726732;https://www.airbnb.com/rooms/852660;Entire home/apt;Centro;68;47;4;3;93;35,85714286
853804;4247556;https://www.airbnb.com/rooms/853804;Entire home/apt;Centro;95;30;2;5;98;72,14285714
856669;584351;https://www.airbnb.com/rooms/856669;Entire home/apt;Centro;70;30;3;3;86;40
861590;1714750;https://www.airbnb.com/rooms/861590;Entire home/apt;Centro;140;50;4;3;96;67,14285714
862462;2456671;https://www.airbnb.com/rooms/862462;Entire home/apt;Centro;60;30;4;1;95;18
864488;3631892;https://www.airbnb.com/rooms/864488;Entire home/apt;Centro;49;20;3;2;92;23,6
865387;2668849;https://www.airbnb.com/rooms/865387;Entire home/apt;Centro;31;20;2;2;92;20,5
867629;2419618;https://www.airbnb.com/rooms/867629;Private room;Centro;40;20;2;1;93;20
868776;4312150;https://www.airbnb.com/rooms/868776;Entire home/apt;Centro;55;25;4;4;88;30,625
869276;596469;https://www.airbnb.com/rooms/869276;Hotel room;Centro;80;75;2;5;96;67,85714286
869674;4582755;https://www.airbnb.com/rooms/869674;Entire home/apt;Centro;70;20;4;2;100;26,66666667
870964;1221103;https://www.airbnb.com/rooms/870964;Entire home/apt;Chamberi;64;0;2;15;91;56,47058824
871387;4504807;https://www.airbnb.com/rooms/871387;Entire home/apt;Centro;100;40;3;2;94;48
874029;4603165;https://www.airbnb.com/rooms/874029;Private room;San Blas - Canillejas;30;10;2;2;99;17,5
876358;4628173;https://www.airbnb.com/rooms/876358;Entire home/apt;Chamartin;70;50;4;1;97;24
876372;805726;https://www.airbnb.com/rooms/876372;Private room;Centro;25;20;2;2;75;17,5
881466;3917443;https://www.airbnb.com/rooms/881466;Entire home/apt;Arganzuela;75;25;4;3;93;35,71428571
883037;4674072;https://www.airbnb.com/rooms/883037;Private room;Arganzuela;24;0;1;1;91;12
883469;4677030;https://www.airbnb.com/rooms/883469;Entire home/apt;Salamanca;140;100;6;3;95;57,77777778
883527;4677458;https://www.airbnb.com/rooms/883527;Entire home/apt;Salamanca;42;0;3;60;100;40
884856;4684397;https://www.airbnb.com/rooms/884856;Private room;Centro;40;15;2;1;76;18,33333333
886932;2646146;https://www.airbnb.com/rooms/886932;Hotel room;Salamanca;50;0;3;1;89;12,5
887754;2991670;https://www.airbnb.com/rooms/887754;Private room;Salamanca;19;0;2;2;84;9,5
888289;4710774;https://www.airbnb.com/rooms/888289;Entire home/apt;Centro;90;40;2;3;97;62
890347;4665174;https://www.airbnb.com/rooms/890347;Entire home/apt;Centro;69;15;2;14;96;61,3125
892774;1467260;https://www.airbnb.com/rooms/892774;Entire home/apt;Latina;39;50;3;5;92;30,625
894495;4762305;https://www.airbnb.com/rooms/894495;Entire home/apt;Centro;72;50;2;1;95;40,66666667
896209;4777959;https://www.airbnb.com/rooms/896209;Entire home/apt;Chamartin;55;20;2;2;92;32,5
901545;266650;https://www.airbnb.com/rooms/901545;Entire home/apt;Retiro;120;60;4;25;94;105,5172414
901897;1331093;https://www.airbnb.com/rooms/901897;Entire home/apt;Centro;120;35;4;3;98;56,42857143
902046;4819459;https://www.airbnb.com/rooms/902046;Private room;Barajas;30;0;1;1;95;15
902946;4826927;https://www.airbnb.com/rooms/902946;Entire home/apt;Centro;50;12;2;2;90;28
903707;4831338;https://www.airbnb.com/rooms/903707;Entire home/apt;Centro;49;0;4;29;87;43,06060606
904741;4839888;https://www.airbnb.com/rooms/904741;Entire home/apt;Centro;135;30;4;2;93;50
904769;4839888;https://www.airbnb.com/rooms/904769;Entire home/apt;Centro;89;30;4;2;93;34,66666667
904775;4839888;https://www.airbnb.com/rooms/904775;Entire home/apt;Centro;132;30;6;2;92;36,75
907386;4860266;https://www.airbnb.com/rooms/907386;Entire home/apt;Centro;90;50;2;4;99;68,33333333
923140;1574604;https://www.airbnb.com/rooms/923140;Entire home/apt;Centro;130;40;4;3;98;61,42857143
923645;4967875;https://www.airbnb.com/rooms/923645;Entire home/apt;Retiro;94;35;5;2;96;31,85714286
924771;4974280;https://www.airbnb.com/rooms/924771;Entire home/apt;Arganzuela;80;30;4;13;98;62,94117647
924876;1714750;https://www.airbnb.com/rooms/924876;Entire home/apt;Centro;120;40;5;3;91;50
925250;4975799;https://www.airbnb.com/rooms/925250;Private room;Centro;45;10;2;2;93;25
925339;4977367;https://www.airbnb.com/rooms/925339;Entire home/apt;Centro;68;30;5;1;92;16,33333333
926653;2864064;https://www.airbnb.com/rooms/926653;Entire home/apt;Centro;66;30;4;1;96;19,2
933326;5031865;https://www.airbnb.com/rooms/933326;Entire home/apt;Arganzuela;120;40;5;2;95;40
936157;5052379;https://www.airbnb.com/rooms/936157;Entire home/apt;Centro;150;80;4;3;95;75,71428571
938410;9228673;https://www.airbnb.com/rooms/938410;Entire home/apt;Salamanca;220;90;4;5;94;132,2222222
940649;5084073;https://www.airbnb.com/rooms/940649;Entire home/apt;Arganzuela;73;0;4;5;96;40,55555556
944555;5114074;https://www.airbnb.com/rooms/944555;Entire home/apt;Centro;72;15;3;3;97;38,5
945003;850654;https://www.airbnb.com/rooms/945003;Private room;Centro;37;24;8;2;67;9,8
945323;1738341;https://www.airbnb.com/rooms/945323;Entire home/apt;Centro;105;35;8;1;71;15,55555556
947169;5132742;https://www.airbnb.com/rooms/947169;Entire home/apt;Centro;48;30;2;3;96;34,8
948141;4722486;https://www.airbnb.com/rooms/948141;Entire home/apt;Centro;95;30;4;1;92;25
956245;1425071;https://www.airbnb.com/rooms/956245;Entire home/apt;Chamberi;82;25;5;3;92;33,875
956431;5198285;https://www.airbnb.com/rooms/956431;Entire home/apt;Latina;70;30;4;3;86;34,28571429
958020;5211661;https://www.airbnb.com/rooms/958020;Entire home/apt;Centro;59;25;4;2;96;23,83333333
967421;1647109;https://www.airbnb.com/rooms/967421;Entire home/apt;Chamberi;90;0;4;3;91;38,57142857
970485;5302455;https://www.airbnb.com/rooms/970485;Entire home/apt;Retiro;350;0;16;5;98;83,33333333
977261;5347216;https://www.airbnb.com/rooms/977261;Private room;Centro;25;0;1;2;93;16,66666667
981016;534128;https://www.airbnb.com/rooms/981016;Entire home/apt;Centro;185;0;6;3;97;61,66666667
981368;534128;https://www.airbnb.com/rooms/981368;Entire home/apt;Chamberi;60;50;4;30;100;54,41176471
981369;534128;https://www.airbnb.com/rooms/981369;Entire home/apt;Chamberi;205;0;8;3;88;55,90909091
983019;5386601;https://www.airbnb.com/rooms/983019;Private room;Puente de Vallecas;27;0;2;4;95;18
983410;5389129;https://www.airbnb.com/rooms/983410;Entire home/apt;Tetuan;60;0;4;1;92;12
985160;4839698;https://www.airbnb.com/rooms/985160;Entire home/apt;Centro;65;20;2;3;96;43
986924;1714541;https://www.airbnb.com/rooms/986924;Entire home/apt;Ciudad Lineal;55;25;6;1;85;11,42857143
987537;2561320;https://www.airbnb.com/rooms/987537;Entire home/apt;Centro;90;35;5;2;96;30,71428571
998127;5343904;https://www.airbnb.com/rooms/998127;Private room;Centro;44;15;2;2;94;25,75
1003171;5516172;https://www.airbnb.com/rooms/1003171;Private room;Fuencarral - El Pardo;18;0;1;7;99;15,75
1003602;1130651;https://www.airbnb.com/rooms/1003602;Entire home/apt;Centro;70;12;3;2;87;30,4
1003900;5521269;https://www.airbnb.com/rooms/1003900;Entire home/apt;Centro;85;40;4;4;95;47,5
1005240;5528551;https://www.airbnb.com/rooms/1005240;Entire home/apt;Centro;69;43;2;3;92;50
1007532;5542111;https://www.airbnb.com/rooms/1007532;Entire home/apt;Centro;74;40;4;1;87;22,8
1017521;4361819;https://www.airbnb.com/rooms/1017521;Private room;Centro;37;10;1;2;94;28
1020785;5618733;https://www.airbnb.com/rooms/1020785;Private room;Chamberi;30;10;1;4;96;26
1038867;5719307;https://www.airbnb.com/rooms/1038867;Entire home/apt;Centro;65;20;4;2;90;25
1039376;5722524;https://www.airbnb.com/rooms/1039376;Entire home/apt;Barajas;42;30;2;7;100;36
1039454;4967875;https://www.airbnb.com/rooms/1039454;Entire home/apt;Retiro;94;35;5;2;90;31,85714286
1046271;5759904;https://www.airbnb.com/rooms/1046271;Entire home/apt;Centro;46;0;4;2;92;15,33333333
1050948;5785483;https://www.airbnb.com/rooms/1050948;Private room;Salamanca;30;30;2;3;95;24
1052457;5795235;https://www.airbnb.com/rooms/1052457;Entire home/apt;Centro;70;30;4;3;95;34,28571429
1053180;5798033;https://www.airbnb.com/rooms/1053180;Entire home/apt;Centro;80;40;5;2;97;28,57142857
1053662;5801580;https://www.airbnb.com/rooms/1053662;Private room;Chamberi;24;20;1;1;100;22
1055724;5814460;https://www.airbnb.com/rooms/1055724;Private room;Chamberi;30;8;2;2;96;17
1056151;571765;https://www.airbnb.com/rooms/1056151;Entire home/apt;Centro;70;30;4;2;96;28,33333333
1057560;5824815;https://www.airbnb.com/rooms/1057560;Entire home/apt;Centro;101;50;8;3;91;32,09090909
1062218;2214378;https://www.airbnb.com/rooms/1062218;Private room;Centro;34;5;2;2;94;18,25
1065075;5735364;https://www.airbnb.com/rooms/1065075;Private room;Chamberi;22;15;1;2;93;19,66666667
1065714;5542111;https://www.airbnb.com/rooms/1065714;Entire home/apt;Centro;75;40;4;1;86;23
1065918;5542111;https://www.airbnb.com/rooms/1065918;Entire home/apt;Centro;65;40;4;1;83;21
1066993;5869715;https://www.airbnb.com/rooms/1066993;Entire home/apt;Centro;45;20;3;2;81;22
1067941;5876034;https://www.airbnb.com/rooms/1067941;Entire home/apt;Tetuan;90;30;4;2;88;35
1069174;5896428;https://www.airbnb.com/rooms/1069174;Entire home/apt;Centro;75;16;2;2;91;41,5
1075749;5918751;https://www.airbnb.com/rooms/1075749;Entire home/apt;Centro;150;30;5;3;91;60
1078100;2991925;https://www.airbnb.com/rooms/1078100;Private room;Centro;33;20;2;1;92;17,66666667
1079119;5935817;https://www.airbnb.com/rooms/1079119;Entire home/apt;Chamberi;95;20;4;2;93;35
1079722;5785483;https://www.airbnb.com/rooms/1079722;Private room;Salamanca;30;30;1;3;96;30
1082218;5950981;https://www.airbnb.com/rooms/1082218;Entire home/apt;Centro;76;30;2;4;97;55,66666667
1082942;2228918;https://www.airbnb.com/rooms/1082942;Entire home/apt;Centro;69;40;3;3;90;41,16666667
1083663;5941001;https://www.airbnb.com/rooms/1083663;Entire home/apt;Centro;50;27;2;2;94;31,75
1085217;3612732;https://www.airbnb.com/rooms/1085217;Private room;Centro;55;45;1;1;97;50
1085898;2044655;https://www.airbnb.com/rooms/1085898;Entire home/apt;Centro;130;50;4;3;96;62,85714286
1086124;2044655;https://www.airbnb.com/rooms/1086124;Entire home/apt;Centro;99;50;4;3;96;49,57142857
1087049;2044655;https://www.airbnb.com/rooms/1087049;Entire home/apt;Centro;230;60;8;3;97;68,18181818
1090988;5785483;https://www.airbnb.com/rooms/1090988;Private room;Salamanca;30;30;2;3;97;24
1092467;153391;https://www.airbnb.com/rooms/1092467;Entire home/apt;Centro;76;35;2;2;89;46,75
1092508;153391;https://www.airbnb.com/rooms/1092508;Entire home/apt;Centro;74;35;2;2;93;45,75
1092628;153391;https://www.airbnb.com/rooms/1092628;Entire home/apt;Centro;75;35;4;1;86;22
1092967;993166;https://www.airbnb.com/rooms/1092967;Entire home/apt;Centro;50;20;2;5;93;38,57142857
1101760;2847013;https://www.airbnb.com/rooms/1101760;Entire home/apt;Centro;85;42;4;2;95;35,33333333
1105892;6072314;https://www.airbnb.com/rooms/1105892;Private room;Centro;45;10;6;2;82;12,5
1106495;6075016;https://www.airbnb.com/rooms/1106495;Entire home/apt;Centro;58;26;3;1;84;21
1112289;6104199;https://www.airbnb.com/rooms/1112289;Private room;Puente de Vallecas;24;20;1;5;97;23,33333333
1114960;6119221;https://www.airbnb.com/rooms/1114960;Entire home/apt;Centro;70;30;4;3;93;34,28571429
1121429;6152491;https://www.airbnb.com/rooms/1121429;Entire home/apt;Centro;35;25;2;4;92;27,5
1121590;124972;https://www.airbnb.com/rooms/1121590;Entire home/apt;Moncloa - Aravaca;50;60;2;6;93;45
1128626;6191686;https://www.airbnb.com/rooms/1128626;Entire home/apt;Centro;40;17;2;20;90;37,13636364
1129694;5870563;https://www.airbnb.com/rooms/1129694;Entire home/apt;Centro;85;0;2;2;95;42,5
1130788;1450378;https://www.airbnb.com/rooms/1130788;Entire home/apt;Chamberi;26;36;1;150;100;26,06622517
1137823;6241052;https://www.airbnb.com/rooms/1137823;Entire home/apt;Chamberi;79;20;4;2;99;29,66666667
1143674;6270912;https://www.airbnb.com/rooms/1143674;Entire home/apt;Centro;85;22;4;5;98;49,66666667
1152829;6282893;https://www.airbnb.com/rooms/1152829;Entire home/apt;Salamanca;118;0;4;1;94;23,6
1153128;6319722;https://www.airbnb.com/rooms/1153128;Private room;Chamberi;44;25;1;7;96;41,625
1153242;6284734;https://www.airbnb.com/rooms/1153242;Entire home/apt;Centro;60;40;2;3;82;44
1159972;4599639;https://www.airbnb.com/rooms/1159972;Entire home/apt;Centro;150;50;4;2;67;58,33333333
1160005;4599639;https://www.airbnb.com/rooms/1160005;Entire home/apt;Centro;62;40;3;2;94;32,8
1162859;6369472;https://www.airbnb.com/rooms/1162859;Entire home/apt;Chamberi;53;0;2;2;95;26,5
1168731;1703448;https://www.airbnb.com/rooms/1168731;Entire home/apt;Villaverde;69;0;4;3;99;29,57142857
1170855;927343;https://www.airbnb.com/rooms/1170855;Entire home/apt;Centro;72;45;4;3;89;37,28571429
1172916;6420689;https://www.airbnb.com/rooms/1172916;Private room;Latina;22;9;2;2;91;13,25
1172982;6412103;https://www.airbnb.com/rooms/1172982;Entire home/apt;Centro;57;0;3;3;95;28,5
1176241;6436336;https://www.airbnb.com/rooms/1176241;Entire home/apt;Centro;40;65;2;6;88;38,125
1177790;6443996;https://www.airbnb.com/rooms/1177790;Entire home/apt;Centro;45;100;2;90;92;45,10869565
1182242;6466920;https://www.airbnb.com/rooms/1182242;Entire home/apt;Retiro;91;40;6;4;96;40,4
1184735;3983613;https://www.airbnb.com/rooms/1184735;Entire home/apt;Centro;140;40;4;3;98;65,71428571
1185475;6483080;https://www.airbnb.com/rooms/1185475;Entire home/apt;Centro;80;30;2;2;94;47,5
1194316;2864064;https://www.airbnb.com/rooms/1194316;Entire home/apt;Centro;51;30;4;1;95;16,2
1198047;5795235;https://www.airbnb.com/rooms/1198047;Entire home/apt;Centro;70;30;4;3;92;34,28571429
1206122;4967875;https://www.airbnb.com/rooms/1206122;Entire home/apt;Retiro;94;35;5;2;85;31,85714286
1209383;4790263;https://www.airbnb.com/rooms/1209383;Private room;Arganzuela;35;10;2;2;98;20
1209661;3331390;https://www.airbnb.com/rooms/1209661;Entire home/apt;Arganzuela;84;0;4;3;94;36
1214008;4440463;https://www.airbnb.com/rooms/1214008;Private room;Puente de Vallecas;16;0;2;2;90;8
1216199;6636854;https://www.airbnb.com/rooms/1216199;Entire home/apt;Centro;90;15;4;1;95;21
1220946;6566447;https://www.airbnb.com/rooms/1220946;Entire home/apt;Centro;75;45;6;2;89;24,375
1230570;6598518;https://www.airbnb.com/rooms/1230570;Entire home/apt;Centro;77;20;3;4;90;46,85714286
1234836;5542111;https://www.airbnb.com/rooms/1234836;Entire home/apt;Centro;60;40;5;1;82;16,66666667
1238018;6749419;https://www.airbnb.com/rooms/1238018;Entire home/apt;Centro;72;30;4;3;90;35,14285714
1239125;6754321;https://www.airbnb.com/rooms/1239125;Entire home/apt;Chamberi;150;70;4;3;95;74,28571429
1239334;6755278;https://www.airbnb.com/rooms/1239334;Private room;Retiro;25;10;2;1;97;11,66666667
1241739;596469;https://www.airbnb.com/rooms/1241739;Hotel room;Centro;90;85;4;5;94;59,44444444
1242828;4599639;https://www.airbnb.com/rooms/1242828;Entire home/apt;Centro;1000;40;3;2;87;408
1248292;6566447;https://www.airbnb.com/rooms/1248292;Entire home/apt;Centro;75;45;4;2;93;32,5
1251520;6818751;https://www.airbnb.com/rooms/1251520;Private room;Centro;32;7;2;3;97;20,6
1254955;6730063;https://www.airbnb.com/rooms/1254955;Entire home/apt;Arganzuela;65;0;4;5;91;36,11111111
1255811;6774354;https://www.airbnb.com/rooms/1255811;Entire home/apt;Arganzuela;75;0;8;5;96;28,84615385
1256157;2067969;https://www.airbnb.com/rooms/1256157;Entire home/apt;Centro;85;0;4;15;96;67,10526316
1259915;6861593;https://www.airbnb.com/rooms/1259915;Private room;Chamberi;55;30;1;7;100;51,875
1263062;4304796;https://www.airbnb.com/rooms/1263062;Private room;Arganzuela;36;5;2;2;96;19,25
1263329;4304796;https://www.airbnb.com/rooms/1263329;Private room;Arganzuela;38;5;3;2;97;16,2
1266548;4839888;https://www.airbnb.com/rooms/1266548;Entire home/apt;Centro;79;20;4;2;93;29,66666667
1266877;6282893;https://www.airbnb.com/rooms/1266877;Entire home/apt;Centro;153;0;6;1;96;21,85714286
1267730;6566447;https://www.airbnb.com/rooms/1267730;Entire home/apt;Centro;75;45;6;2;90;24,375
1272747;4839888;https://www.airbnb.com/rooms/1272747;Entire home/apt;Centro;75;20;2;2;94;42,5
1273055;6928584;https://www.airbnb.com/rooms/1273055;Entire home/apt;Centro;100;0;4;17;97;80,95238095
1274889;2833018;https://www.airbnb.com/rooms/1274889;Entire home/apt;Chamberi;85;25;5;2;88;27,85714286
1275848;6944433;https://www.airbnb.com/rooms/1275848;Private room;Centro;28;22;2;3;87;21,2
1281843;6871745;https://www.airbnb.com/rooms/1281843;Entire home/apt;Centro;65;180;2;6;100;71,25
1283870;6072314;https://www.airbnb.com/rooms/1283870;Private room;Centro;50;10;2;2;85;27,5
1289823;142989;https://www.airbnb.com/rooms/1289823;Entire home/apt;Vicalvaro;52;28;4;2;94;22
1296584;7049661;https://www.airbnb.com/rooms/1296584;Entire home/apt;Centro;48;20;3;2;80;23,2
1297217;4190343;https://www.airbnb.com/rooms/1297217;Entire home/apt;Centro;65;30;5;2;94;22,85714286
1298830;7062138;https://www.airbnb.com/rooms/1298830;Entire home/apt;Arganzuela;52;25;4;2;92;21,5
1302691;5542111;https://www.airbnb.com/rooms/1302691;Entire home/apt;Centro;72;40;5;1;87;18,66666667
1302882;2991925;https://www.airbnb.com/rooms/1302882;Private room;Centro;29;20;2;1;94;16,33333333
1308138;6774514;https://www.airbnb.com/rooms/1308138;Entire home/apt;Carabanchel;51;40;5;5;86;29,5
1309325;7117225;https://www.airbnb.com/rooms/1309325;Private room;Hortaleza;26;11;2;2;98;15,75
1310289;7122460;https://www.airbnb.com/rooms/1310289;Entire home/apt;Salamanca;350;45;6;3;100;121,6666667
1316794;7153063;https://www.airbnb.com/rooms/1316794;Entire home/apt;Centro;65;35;4;3;95;32,85714286
1320674;7170175;https://www.airbnb.com/rooms/1320674;Entire home/apt;Centro;59;30;3;1;99;22,25
1330726;7218465;https://www.airbnb.com/rooms/1330726;Entire home/apt;Centro;45;30;2;3;89;33
1330947;4361819;https://www.airbnb.com/rooms/1330947;Entire home/apt;Centro;79;40;4;2;92;33
1331106;1470394;https://www.airbnb.com/rooms/1331106;Private room;Centro;28;100;1;60;94;29,18032787
1331817;7223907;https://www.airbnb.com/rooms/1331817;Entire home/apt;Centro;70;30;3;3;94;40
1334684;5919800;https://www.airbnb.com/rooms/1334684;Entire home/apt;Chamberi;75;50;2;1;95;41,66666667
1335588;7033920;https://www.airbnb.com/rooms/1335588;Entire home/apt;Centro;59;46;2;4;94;47
1336818;7249376;https://www.airbnb.com/rooms/1336818;Entire home/apt;Chamartin;75;35;2;2;97;46,25
1343630;2833018;https://www.airbnb.com/rooms/1343630;Private room;Chamberi;35;10;1;1;97;22,5
1344035;3105381;https://www.airbnb.com/rooms/1344035;Private room;Tetuan;25;0;1;2;92;16,66666667
1346747;7306349;https://www.airbnb.com/rooms/1346747;Entire home/apt;Centro;69;40;4;2;92;29,66666667
1357593;852616;https://www.airbnb.com/rooms/1357593;Entire home/apt;Centro;55;45;4;3;91;30
1362476;7375454;https://www.airbnb.com/rooms/1362476;Entire home/apt;Centro;85;30;6;2;94;25
1362727;7395294;https://www.airbnb.com/rooms/1362727;Entire home/apt;Centro;65;20;2;2;95;37,5
1380233;7420783;https://www.airbnb.com/rooms/1380233;Entire home/apt;Centro;60;30;2;2;93;37,5
1394721;2741468;https://www.airbnb.com/rooms/1394721;Entire home/apt;Centro;110;20;3;2;95;48
1408400;7595958;https://www.airbnb.com/rooms/1408400;Entire home/apt;Centro;79;0;3;3;96;39,5
1409746;1714541;https://www.airbnb.com/rooms/1409746;Entire home/apt;Ciudad Lineal;55;25;6;1;87;11,42857143
1426027;5633658;https://www.airbnb.com/rooms/1426027;Entire home/apt;Centro;65;30;6;3;95;25
