Comunidad autonoma;Grupo;Anyo;Mes;IPC
Comunitat Valenciana;Sanidad;2020;Enero;102,54
Catalunya;Restaurantes y hoteles;2020;Enero;105,83
Catalunya;Ensenyanza;2020;Enero;103,62
Catalunya;Ocio y cultura;2020;Enero;99,66
Catalunya;Comunicaciones;2020;Enero;103,63
Catalunya;Transporte;2020;Enero;110,78
Catalunya;Sanidad;2020;Enero;102,83
Catalunya;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;101,87
Catalunya;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;103,67
Catalunya;Vestido y calzado;2020;Enero;95,82
Catalunya;Bebidas alcoholicas y tabaco;2020;Enero;104,61
Catalunya;Alimentos y bebidas no alcoholicas;2020;Enero;106,74
Castilla - La Mancha;Otros bienes y servicios ;2020;Enero;103,63
Castilla - La Mancha;Restaurantes y hoteles;2020;Enero;105,64
Castilla - La Mancha;Ensenyanza;2020;Enero;103,95
Castilla - La Mancha;Ocio y cultura;2020;Enero;97,92
Castilla - La Mancha;Comunicaciones;2020;Enero;104,72
Castilla - La Mancha;Transporte;2020;Enero;110,28
Castilla - La Mancha;Sanidad;2020;Enero;101,58
Castilla - La Mancha;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;99,48
Catalunya;Otros bienes y servicios ;2020;Enero;105,44
Comunitat Valenciana;Alimentos y bebidas no alcoholicas;2020;Enero;105,01
Comunitat Valenciana;Bebidas alcoholicas y tabaco;2020;Enero;103,69
Comunitat Valenciana;Vestido y calzado;2020;Enero;94,96
Extremadura;Otros bienes y servicios ;2020;Enero;103,21
Extremadura;Restaurantes y hoteles;2020;Enero;105,64
Extremadura;Ensenyanza;2020;Enero;105,05
Extremadura;Ocio y cultura;2020;Enero;98,87
Extremadura;Comunicaciones;2020;Enero;103,26
Extremadura;Transporte;2020;Enero;110,65
Extremadura;Sanidad;2020;Enero;100,75
Extremadura;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;99,51
Extremadura;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;102,58
Castilla - La Mancha;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;106,02
Extremadura;Vestido y calzado;2020;Enero;93,34
Extremadura;Alimentos y bebidas no alcoholicas;2020;Enero;104,16
Comunitat Valenciana;Otros bienes y servicios ;2020;Enero;103,51
Comunitat Valenciana;Restaurantes y hoteles;2020;Enero;106,11
Comunitat Valenciana;Ensenyanza;2020;Enero;102,44
Comunitat Valenciana;Ocio y cultura;2020;Enero;99,96
Comunitat Valenciana;Comunicaciones;2020;Enero;102,75
Comunitat Valenciana;Transporte;2020;Enero;109,93
Comunitat Valenciana;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;99,83
Comunitat Valenciana;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;102,80
Extremadura;Bebidas alcoholicas y tabaco;2020;Enero;103,97
Castilla - La Mancha;Vestido y calzado;2020;Enero;94,87
Castilla - La Mancha;Bebidas alcoholicas y tabaco;2020;Enero;104,28
Castilla - La Mancha;Alimentos y bebidas no alcoholicas;2020;Enero;105,94
Canarias;Otros bienes y servicios ;2020;Enero;102,67
Canarias;Restaurantes y hoteles;2020;Enero;106,76
Canarias;Ensenyanza;2020;Enero;101,02
Canarias;Ocio y cultura;2020;Enero;97,89
Canarias;Comunicaciones;2020;Enero;103,90
Canarias;Transporte;2020;Enero;109,81
Canarias;Sanidad;2020;Enero;100,29
Canarias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;97,91
Canarias;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;102,67
Cantabria;Alimentos y bebidas no alcoholicas;2020;Enero;104,22
Canarias;Vestido y calzado;2020;Enero;93,23
Canarias;Alimentos y bebidas no alcoholicas;2020;Enero;105,39
Illes Balears;Otros bienes y servicios ;2020;Enero;104,53
Illes Balears;Restaurantes y hoteles;2020;Enero;106,64
Illes Balears;Ensenyanza;2020;Enero;105,12
Illes Balears;Ocio y cultura;2020;Enero;99,44
Illes Balears;Comunicaciones;2020;Enero;105,01
Illes Balears;Transporte;2020;Enero;107,38
Illes Balears;Sanidad;2020;Enero;100,26
Illes Balears;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;100,21
Canarias;Bebidas alcoholicas y tabaco;2020;Enero;116,19
Galicia;Alimentos y bebidas no alcoholicas;2020;Enero;104,83
Cantabria;Bebidas alcoholicas y tabaco;2020;Enero;103,74
Cantabria;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;102,96
Castilla y Leon;Otros bienes y servicios ;2020;Enero;103,18
Castilla y Leon;Restaurantes y hoteles;2020;Enero;105,26
Castilla y Leon;Ensenyanza;2020;Enero;100,41
Castilla y Leon;Ocio y cultura;2020;Enero;99,29
Castilla y Leon;Comunicaciones;2020;Enero;104,04
Castilla y Leon;Transporte;2020;Enero;112,25
Castilla y Leon;Sanidad;2020;Enero;102,04
Castilla y Leon;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;100,56
Castilla y Leon;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;105,12
Cantabria;Vestido y calzado;2020;Enero;97,94
Castilla y Leon;Vestido y calzado;2020;Enero;95,11
Castilla y Leon;Alimentos y bebidas no alcoholicas;2020;Enero;105,52
Cantabria;Otros bienes y servicios ;2020;Enero;102,46
Cantabria;Restaurantes y hoteles;2020;Enero;106,10
Cantabria;Ensenyanza;2020;Enero;102,46
Cantabria;Ocio y cultura;2020;Enero;96,85
Cantabria;Comunicaciones;2020;Enero;105,41
Cantabria;Transporte;2020;Enero;113,44
Cantabria;Sanidad;2020;Enero;103,65
Cantabria;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;99,15
Castilla y Leon;Bebidas alcoholicas y tabaco;2020;Enero;103,84
Illes Balears;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;104,77
Galicia;Bebidas alcoholicas y tabaco;2020;Enero;104,28
Galicia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;104,88
La Rioja;Restaurantes y hoteles;2020;Enero;104,04
La Rioja;Ensenyanza;2020;Enero;104,79
La Rioja;Ocio y cultura;2020;Enero;98,60
La Rioja;Comunicaciones;2020;Enero;103,61
La Rioja;Transporte;2020;Enero;111,53
La Rioja;Sanidad;2020;Enero;101,61
La Rioja;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;102,50
La Rioja;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;103,79
La Rioja;Vestido y calzado;2020;Enero;92,34
La Rioja;Bebidas alcoholicas y tabaco;2020;Enero;103,72
La Rioja;Alimentos y bebidas no alcoholicas;2020;Enero;105,95
Pais Vasco;Otros bienes y servicios ;2020;Enero;103,75
Pais Vasco;Restaurantes y hoteles;2020;Enero;104,87
Pais Vasco;Ensenyanza;2020;Enero;104,59
Pais Vasco;Ocio y cultura;2020;Enero;99,92
Pais Vasco;Comunicaciones;2020;Enero;104,26
Pais Vasco;Transporte;2020;Enero;111,78
Pais Vasco;Sanidad;2020;Enero;102,10
Pais Vasco;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;101,22
La Rioja;Otros bienes y servicios ;2020;Enero;102,28
Ceuta;Alimentos y bebidas no alcoholicas;2020;Enero;102,80
Ceuta;Bebidas alcoholicas y tabaco;2020;Enero;104,37
Ceuta;Vestido y calzado;2020;Enero;90,71
Melilla;Restaurantes y hoteles;2020;Enero;104,69
Melilla;Ensenyanza;2020;Enero;101,91
Melilla;Ocio y cultura;2020;Enero;97,70
Melilla;Comunicaciones;2020;Enero;103,39
Melilla;Transporte;2020;Enero;103,78
Melilla;Sanidad;2020;Enero;102,45
Melilla;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;101,48
Melilla;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;105,00
Melilla;Vestido y calzado;2020;Enero;92,54
Pais Vasco;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;103,98
Melilla;Bebidas alcoholicas y tabaco;2020;Enero;103,70
Ceuta;Otros bienes y servicios ;2020;Enero;101,07
Ceuta;Restaurantes y hoteles;2020;Enero;101,93
Ceuta;Ensenyanza;2020;Enero;104,71
Ceuta;Ocio y cultura;2020;Enero;97,86
Ceuta;Comunicaciones;2020;Enero;107,10
Ceuta;Transporte;2020;Enero;107,81
Ceuta;Sanidad;2020;Enero;101,39
Ceuta;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;96,40
Ceuta;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;103,11
Melilla;Alimentos y bebidas no alcoholicas;2020;Enero;102,20
Pais Vasco;Vestido y calzado;2020;Enero;94,35
Pais Vasco;Bebidas alcoholicas y tabaco;2020;Enero;104,40
Pais Vasco;Alimentos y bebidas no alcoholicas;2020;Enero;105,64
Comunidad de Madrid;Otros bienes y servicios ;2020;Enero;105,16
Comunidad de Madrid;Restaurantes y hoteles;2020;Enero;105,53
Comunidad de Madrid;Ensenyanza;2020;Enero;102,73
Comunidad de Madrid;Ocio y cultura;2020;Enero;99,37
Comunidad de Madrid;Comunicaciones;2020;Enero;104,90
Comunidad de Madrid;Transporte;2020;Enero;110,54
Comunidad de Madrid;Sanidad;2020;Enero;101,53
Comunidad de Madrid;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;100,45
Comunidad de Madrid;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;104,15
Region de Murcia;Alimentos y bebidas no alcoholicas;2020;Enero;104,88
Comunidad de Madrid;Vestido y calzado;2020;Enero;95,82
Comunidad de Madrid;Alimentos y bebidas no alcoholicas;2020;Enero;104,94
Galicia;Otros bienes y servicios ;2020;Enero;102,88
Galicia;Restaurantes y hoteles;2020;Enero;107,31
Galicia;Ensenyanza;2020;Enero;105,37
Galicia;Ocio y cultura;2020;Enero;98,13
Galicia;Comunicaciones;2020;Enero;103,85
Galicia;Transporte;2020;Enero;109,44
Galicia;Sanidad;2020;Enero;103,67
Galicia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;100,62
Comunidad de Madrid;Bebidas alcoholicas y tabaco;2020;Enero;104,37
Galicia;Vestido y calzado;2020;Enero;95,11
Region de Murcia;Bebidas alcoholicas y tabaco;2020;Enero;104,35
Region de Murcia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;101,58
Comunidad Foral de Navarra;Otros bienes y servicios ;2020;Enero;103,32
Comunidad Foral de Navarra;Restaurantes y hoteles;2020;Enero;105,66
Comunidad Foral de Navarra;Ensenyanza;2020;Enero;102,66
Comunidad Foral de Navarra;Ocio y cultura;2020;Enero;98,83
Comunidad Foral de Navarra;Comunicaciones;2020;Enero;102,54
Comunidad Foral de Navarra;Transporte;2020;Enero;110,81
Comunidad Foral de Navarra;Sanidad;2020;Enero;104,09
Comunidad Foral de Navarra;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;99,94
Comunidad Foral de Navarra;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;105,64
Region de Murcia;Vestido y calzado;2020;Enero;93,82
Comunidad Foral de Navarra;Vestido y calzado;2020;Enero;94,92
Comunidad Foral de Navarra;Alimentos y bebidas no alcoholicas;2020;Enero;105,21
Region de Murcia;Otros bienes y servicios ;2020;Enero;102,75
Region de Murcia;Restaurantes y hoteles;2020;Enero;105,15
Region de Murcia;Ensenyanza;2020;Enero;105,16
Region de Murcia;Ocio y cultura;2020;Enero;97,64
Region de Murcia;Comunicaciones;2020;Enero;103,73
Region de Murcia;Transporte;2020;Enero;109,34
Region de Murcia;Sanidad;2020;Enero;101,51
Region de Murcia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;98,70
Comunidad Foral de Navarra;Bebidas alcoholicas y tabaco;2020;Enero;104,04
Illes Balears;Vestido y calzado;2020;Enero;96,34
Melilla;Otros bienes y servicios ;2020;Enero;100,59
Aragon;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;104,71
Aragon;Comunicaciones;2020;Enero;104,17
Andalucia;Ensenyanza;2020;Enero;104,84
Principado de Asturias;Comunicaciones;2020;Enero;103,35
Andalucia;Transporte;2020;Enero;109,68
Illes Balears;Bebidas alcoholicas y tabaco;2020;Enero;102,90
Principado de Asturias;Ocio y cultura;2020;Enero;97,81
Aragon;Otros bienes y servicios ;2020;Enero;103,58
Aragon;Transporte;2020;Enero;110,18
Principado de Asturias;Ensenyanza;2020;Enero;99,59
Andalucia;Ocio y cultura;2020;Enero;98,59
Andalucia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;99,06
Aragon;Sanidad;2020;Enero;101,89
Andalucia;Alimentos y bebidas no alcoholicas;2020;Enero;105,06
Principado de Asturias;Restaurantes y hoteles;2020;Enero;104,98
Aragon;Vestido y calzado;2020;Enero;94,64
Principado de Asturias;Otros bienes y servicios ;2020;Enero;105,40
Andalucia;Bebidas alcoholicas y tabaco;2020;Enero;103,44
Aragon;Ocio y cultura;2020;Enero;98,21
Aragon;Alimentos y bebidas no alcoholicas;2020;Enero;104,44
Principado de Asturias;Alimentos y bebidas no alcoholicas;2020;Enero;104,42
Aragon;Restaurantes y hoteles;2020;Enero;107,34
Principado de Asturias;Bebidas alcoholicas y tabaco;2020;Enero;103,61
Andalucia;Otros bienes y servicios ;2020;Enero;103,15
Andalucia;Vestido y calzado;2020;Enero;93,68
Principado de Asturias;Sanidad;2020;Enero;100,19
Principado de Asturias;Vestido y calzado;2020;Enero;93,69
Aragon;Ensenyanza;2020;Enero;103,87
Principado de Asturias;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;104,19
Andalucia;Sanidad;2020;Enero;101,81
Principado de Asturias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;99,58
Andalucia;Restaurantes y hoteles;2020;Enero;105,32
Aragon;Bebidas alcoholicas y tabaco;2020;Enero;103,57
Andalucia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Enero;103,15
Aragon;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Enero;98,36
Principado de Asturias;Transporte;2020;Enero;109,42
Andalucia;Comunicaciones;2020;Enero;104,08
Illes Balears;Alimentos y bebidas no alcoholicas;2020;Enero;104,57
Catalunya;Otros bienes y servicios ;2020;Febrero;105,96
Comunidad Foral de Navarra;Ocio y cultura;2020;Febrero;100,10
Melilla;Vestido y calzado;2020;Febrero;90,86
La Rioja;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;102,20
Comunidad de Madrid;Alimentos y bebidas no alcoholicas;2020;Febrero;104,72
Castilla y Leon;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;100,97
Ceuta;Vestido y calzado;2020;Febrero;89,77
Principado de Asturias;Bebidas alcoholicas y tabaco;2020;Febrero;104,71
Andalucia;Transporte;2020;Febrero;109,02
Extremadura;Sanidad;2020;Febrero;100,79
Castilla y Leon;Sanidad;2020;Febrero;102,09
Comunidad de Madrid;Vestido y calzado;2020;Febrero;95,15
Catalunya;Vestido y calzado;2020;Febrero;93,71
Comunidad Foral de Navarra;Comunicaciones;2020;Febrero;102,47
Castilla y Leon;Transporte;2020;Febrero;111,24
Principado de Asturias;Sanidad;2020;Febrero;100,63
Aragon;Ocio y cultura;2020;Febrero;98,77
Extremadura;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;99,67
Castilla y Leon;Comunicaciones;2020;Febrero;104,03
Comunitat Valenciana;Sanidad;2020;Febrero;102,58
Melilla;Bebidas alcoholicas y tabaco;2020;Febrero;103,74
Andalucia;Restaurantes y hoteles;2020;Febrero;106,25
Pais Vasco;Ensenyanza;2020;Febrero;104,60
Castilla y Leon;Ocio y cultura;2020;Febrero;99,69
Comunidad Foral de Navarra;Transporte;2020;Febrero;109,88
Region de Murcia;Bebidas alcoholicas y tabaco;2020;Febrero;104,82
Extremadura;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;101,24
Castilla y Leon;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;103,33
Ceuta;Sanidad;2020;Febrero;101,39
Cantabria;Ensenyanza;2020;Febrero;102,47
Comunidad Foral de Navarra;Bebidas alcoholicas y tabaco;2020;Febrero;104,05
Comunidad Foral de Navarra;Restaurantes y hoteles;2020;Febrero;106,45
Ceuta;Bebidas alcoholicas y tabaco;2020;Febrero;104,48
Aragon;Comunicaciones;2020;Febrero;104,16
Cantabria;Restaurantes y hoteles;2020;Febrero;106,25
Extremadura;Ensenyanza;2020;Febrero;105,05
Andalucia;Bebidas alcoholicas y tabaco;2020;Febrero;103,64
Andalucia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;101,96
Catalunya;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;101,89
Cantabria;Otros bienes y servicios ;2020;Febrero;103,74
Melilla;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;103,82
Extremadura;Transporte;2020;Febrero;109,72
Extremadura;Ocio y cultura;2020;Febrero;99,49
Illes Balears;Sanidad;2020;Febrero;100,04
Comunidad Foral de Navarra;Ensenyanza;2020;Febrero;102,66
Region de Murcia;Otros bienes y servicios ;2020;Febrero;103,16
Region de Murcia;Alimentos y bebidas no alcoholicas;2020;Febrero;105,13
Castilla y Leon;Bebidas alcoholicas y tabaco;2020;Febrero;104,59
Principado de Asturias;Transporte;2020;Febrero;108,66
Extremadura;Comunicaciones;2020;Febrero;103,22
La Rioja;Vestido y calzado;2020;Febrero;91,94
Comunitat Valenciana;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;99,72
Castilla y Leon;Vestido y calzado;2020;Febrero;93,84
Catalunya;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;102,53
Illes Balears;Vestido y calzado;2020;Febrero;94,29
Castilla y Leon;Alimentos y bebidas no alcoholicas;2020;Febrero;105,77
Melilla;Otros bienes y servicios ;2020;Febrero;101,04
Region de Murcia;Vestido y calzado;2020;Febrero;92,79
Castilla y Leon;Ensenyanza;2020;Febrero;100,41
Castilla - La Mancha;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;99,60
Principado de Asturias;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;102,62
La Rioja;Ensenyanza;2020;Febrero;104,79
Comunidad Foral de Navarra;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;103,77
Comunitat Valenciana;Restaurantes y hoteles;2020;Febrero;106,61
Castilla - La Mancha;Sanidad;2020;Febrero;101,55
Aragon;Restaurantes y hoteles;2020;Febrero;108,26
Region de Murcia;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;99,21
Castilla - La Mancha;Otros bienes y servicios ;2020;Febrero;103,78
Ceuta;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;96,60
Castilla - La Mancha;Transporte;2020;Febrero;109,48
Comunitat Valenciana;Ensenyanza;2020;Febrero;102,31
Comunitat Valenciana;Transporte;2020;Febrero;109,00
Comunidad Foral de Navarra;Vestido y calzado;2020;Febrero;93,95
Castilla - La Mancha;Comunicaciones;2020;Febrero;104,74
Andalucia;Vestido y calzado;2020;Febrero;92,68
Ceuta;Restaurantes y hoteles;2020;Febrero;101,96
Illes Balears;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;103,50
Comunitat Valenciana;Comunicaciones;2020;Febrero;102,70
Castilla - La Mancha;Ocio y cultura;2020;Febrero;98,47
Comunidad de Madrid;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;103,16
Comunitat Valenciana;Ocio y cultura;2020;Febrero;100,33
Comunidad de Madrid;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;100,58
Castilla - La Mancha;Ensenyanza;2020;Febrero;103,95
Principado de Asturias;Vestido y calzado;2020;Febrero;93,04
Andalucia;Otros bienes y servicios ;2020;Febrero;103,30
Region de Murcia;Sanidad;2020;Febrero;101,22
Ceuta;Otros bienes y servicios ;2020;Febrero;101,10
Catalunya;Alimentos y bebidas no alcoholicas;2020;Febrero;107,07
Castilla - La Mancha;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;103,94
Andalucia;Comunicaciones;2020;Febrero;104,08
Illes Balears;Bebidas alcoholicas y tabaco;2020;Febrero;103,25
Illes Balears;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;100,29
Extremadura;Vestido y calzado;2020;Febrero;92,03
Castilla y Leon;Restaurantes y hoteles;2020;Febrero;106,02
Aragon;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;103,07
Comunidad Foral de Navarra;Sanidad;2020;Febrero;104,31
Catalunya;Bebidas alcoholicas y tabaco;2020;Febrero;105,07
Comunidad de Madrid;Sanidad;2020;Febrero;100,94
Castilla y Leon;Otros bienes y servicios ;2020;Febrero;103,59
Principado de Asturias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;100,25
Melilla;Alimentos y bebidas no alcoholicas;2020;Febrero;102,87
Ceuta;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;102,24
Extremadura;Bebidas alcoholicas y tabaco;2020;Febrero;103,95
Castilla - La Mancha;Alimentos y bebidas no alcoholicas;2020;Febrero;106,51
Comunidad Foral de Navarra;Alimentos y bebidas no alcoholicas;2020;Febrero;104,91
Region de Murcia;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;100,54
Castilla - La Mancha;Bebidas alcoholicas y tabaco;2020;Febrero;104,70
La Rioja;Vivienda, agua, electricidad, gas y otros combustibles;2020;Febrero;102,10
Comunidad Foral de Navarra;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;99,21
Extremadura;Alimentos y bebidas no alcoholicas;2020;Febrero;104,49
Ceuta;Ensenyanza;2020;Febrero;104,71
Castilla - La Mancha;Vestido y calzado;2020;Febrero;92,98
Aragon;Bebidas alcoholicas y tabaco;2020;Febrero;104,35
La Rioja;Transporte;2020;Febrero;110,79
Aragon;Ensenyanza;2020;Febrero;103,87
Comunitat Valenciana;Otros bienes y servicios ;2020;Febrero;103,61
Ceuta;Ocio y cultura;2020;Febrero;97,90
Melilla;Restaurantes y hoteles;2020;Febrero;105,07
La Rioja;Comunicaciones;2020;Febrero;103,58
Principado de Asturias;Comunicaciones;2020;Febrero;103,31
La Rioja;Sanidad;2020;Febrero;101,71
Pais Vasco;Sanidad;2020;Febrero;102,18
Aragon;Sanidad;2020;Febrero;101,87
Galicia;Comunicaciones;2020;Febrero;103,84
Canarias;Muebles, articulos del hogar y articulos para el mantenimiento corriente del hogar;2020;Febrero;97,96
Ceuta;Comunicaciones;2020;Febrero;107,21
La Rioja;Alimentos y bebidas no alcoholicas;2020;Febrero;105,67
Comunitat Valenciana;Bebidas alcoholicas y tabaco;2020;Febrero;103,93
Canarias;Sanidad;2020;Febrero;100,22
Principado de Asturias;Restaurantes y hoteles;2020;Febrero;105,11
Comunidad de Madrid;Transporte;2020;Febrero;109,97
Andalucia;Ocio y cultura;2020;Febrero;99,46
La Rioja;Otros bienes y servicios ;2020;Febrero;103,05
Canarias;Transporte;2020;Febrero;110,11
